root_tweet_id,conversation,pseudo_intent
2669260,"CUSTOMER: 届いたーー＼(^o^)／
(初めてのAmazon体験) https://t.co/r3rWDW3pwj

AMAZON: @751798 ご利用ありがとうございました！（初のご利用いかがでしたでしょうか？またご利用くださいませ♪）Oo｡.(´-`*) TN",Other / Unclear
351686,"CUSTOMER: @AmazonHelp Tag 24.!
Meine Ware ist immer noch nicht eingebucht..... und habe natürlich keine Info bekommen..
wie komme ich an meine Ware???

AMAZON: @199653 Hi, bitte melde dich erneut bei uns über diesen Link:https://t.co/OrmRHrb4p9 Wir geben das dann an die Kollegen weiter. ^AK",Other / Unclear
2933514,"CUSTOMER: Die Amazon Echo Werbung aktiviert jedes mal meinen Dot

AMAZON: @811195 Sie reagiert eben auf ihren Namen, mehr sollte aber nicht passieren ;) ^AN",Product / Device Support
666958,"CUSTOMER: @115821 My Order
ORDER # 112-5190224-8684248

Your site will not accept any of my Credit Cards HELP!

AMAZON: @278934 I'm sorry for the trouble! For security reasons, we ask that you don't share account sensitive details on Twitter since it is a public platform. Have you tried these troubleshooting steps for payment declines: https://t.co/ix2Akt59kx? ^GM

CUSTOMER: @AmazonHelp Yes I have. Shall I cancel order and buy elsewhere 
There is no other way to get action from Amazon 
The stock I bought on UK site is despatched

AMAZON: @278934 I understand your frustration. When you reached out to your bank what options or insight did they provide? ^GM

CUSTOMER: @AmazonHelp The cards are working

AMAZON: @278934 Do you mean that you were able to order using the card? Or, is this what your financial institution advised? Just want to be sure that we have the most accurate information. ^LM",Payment / Billing
1178080,"CUSTOMER: Just chased down the Amazon delivery driver because he threw my package at the door. 3 glass jars of cooking sauce. 1 shattered.

AMAZON: @397067 I'm sorry you had this experience with us! We want to look at this order so provide your info here: https://t.co/8JgFK8uDcE ^DD",Delivery Issue
1727862,"CUSTOMER: @115821 I am totally disappointed with Amazon bcoz i place a lot of orders but  it Will be cancelled this is my registered number 9502121422

AMAZON: @522510 I'm sorry that your order got cancelled. I'd like to check this, kindly contact us here: https://t.co/vlvfJr4nN9 and 1/2 ^SY

AMAZON: @522510 we'll be glad to help you. Please don't provide your contact details, we consider it to be personal information. 2/2 ^SY

CUSTOMER: @AmazonHelp Yeah sure but u provide me 1 link there I can't able to see the cancelled order but i have order number

CUSTOMER: @AmazonHelp Please help me here only on twitter

AMAZON: @522510 Have you reported this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ

AMAZON: @522510 Twitter being a social platform, we wouldn't be able to view required details. Please contact us from the previous link. ^BS

CUSTOMER: @AmazonHelp I will report this issue to ur team on call but they can't rectified I am totally disappointed

AMAZON: @522510 Kindly fill this form : https://t.co/beaaDm0muc, we'll contact you soon. 2/2 ^VH

AMAZON: @522510 I understand your concern regarding cancellation of your order. 1/2 ^VH

CUSTOMER: @AmazonHelp You understand but where is the resolution

AMAZON: @522510 We'd like to help you. Could you let us know If you've shared your details through the link that was provided earlier? ^NK",Order Management
2176574,"CUSTOMER: @AmazonHelp Still no delivery can we do something about this or what?

AMAZON: @638008 Hey, get in touch with us here: https://t.co/hApLpMlfHN so we can check this for you as we don't have access to account details here on Twitter. ^KM

CUSTOMER: @115830 you are a joke Your business is delivering parcels yet you can't deliver mine #StillNoXboxOneX #joke @AmazonHelp @117331 @83892 @345697 @116543 @115786 @522846

AMAZON: @638008 Oh no! I'm sorry for the poor experience! Do you have a current order that is late/delayed that we can help you with? ^ZW

CUSTOMER: @AmazonHelp 204-6730255-0826753

AMAZON: @638008 We aren't able to view account details or order info via Twitter. Without posting any personal or account details could you please describe what's going on? ^CN

CUSTOMER: @AmazonHelp Per ordered the #XboxOneX Scorpio back on 20th Aug &amp; it still not been delivered although been promised it will be here yesterday &amp; today. It's just got good enough. I had a failed delivery today to a work address even though it's a manned reception and Otter parcels made it

AMAZON: @638008 Sorry you have not received your package. Who is the carrier delivering? Have you reached out to them for further insight on the delivery? Please keep us posted on the insight they provide. ^AX

CUSTOMER: @AmazonHelp I have but wasn't any help or explanation as to what the issue was. I get parcels delivered to work so this doesn't happen plus waiting for this for 2 days is unacceptable.

AMAZON: @638008 Thank you for confirming! We'd like to take a closer look into this with you. When you have the chance, please reach out to us here: https://t.co/hApLpMlfHN. ^HC

CUSTOMER: @AmazonHelp Will do I just hope I don't get any more lies.

AMAZON: @638008 Please keep us updated and let us know what options are offered, what is advised and if any alternatives are given. We're here to help! ^TG",Delivery Issue
226089,"CUSTOMER: @116316 würde das iPhone x gerne auf Rechnung vorbestellen.
Leider wird mir die Methode nicht angezeigt obwohl ich die Kriterien erfülle.1

AMAZON: @169978 Das gibt es nicht zum vorbestellen ;) Wo hast du das denn gefunden? Grüße ^MF

CUSTOMER: @AmazonHelp Das meinte ich

AMAZON: @169978 Ah ok. Schau mal hier, liegt bei dem hohen Warenwert vermutlich am Kreditrahmen: https://t.co/1UICk3nzS1 Grüße ^MF

CUSTOMER: @AmazonHelp Okay, kann ich den Artikel denn jederzeit stornieren? 
Weil es ja kein garantierten Termin gibt? 
Wann wird das Geld abgebucht?

AMAZON: @169978 Stornieren (Versand durch Amazon) geht, bis sich der Artikel im Versandprozess befindet. Belastung findet bei Versand statt. ^SM

CUSTOMER: @AmazonHelp des Liefertermins? 
Bevor der Artikel in den Versand geht ? (2)

AMAZON: @169978 Bei direkt von Amazon.de gekauften Artikeln hast du 30 Tage Rückgaberecht, also ja. Termin gibts, sobald wir mehr wissen. ^UK

CUSTOMER: @AmazonHelp Aber Erfahrungsgemäß erfährt man den vor dem Versand der Ware oder?

AMAZON: @169978 Hi, klar erfährst du das vorher! Wenn es hier Neuigkeiten gibt, wirst du es auf der Detailseite des Artikels erfahren. Grüße ^AK",Other / Unclear
47842,"CUSTOMER: @115850 Order ID P04-9259181-4317392.
It's more than 15 days, where is my cashback on redBus transaction??? Already a long mail trail hpnd

AMAZON: @126699 I'm sorry to hear this. Allow us to take a closer look by sharing your details here: https://t.co/GIJyeYqKE0. ^VN (1/2)

AMAZON: @126699 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN (2/2)

CUSTOMER: @AmazonHelp No worry let it be public, give me my cashback

AMAZON: @126699 I get your disappointment. Please share your details through the link that was provided earlier for further assistance. ^NK",Order Management
1603727,"CUSTOMER: @146898 still haven't received my email from @115821 for presale booking. What's going On???? #panicing

AMAZON: @492149 Hi Megan - the emails will be sent before 6pm today - pls see https://t.co/NbC6wABJRa ^TD",Account / Access / Security
1431990,"CUSTOMER: I love how 2 day shipping through @115821 Prime is never actually 2 day shipping. Our curtains, ordered Monday, have just be delayed and won’t be here till Monday. Yay!

AMAZON: @237636 I'm sorry your order has been delayed, Rayne. We'd like to make sure  you receive the curtains on Monday. Please keep us posted on your delivery. ^MW",Delivery Issue
2395736,"CUSTOMER: Also ich glaube kaum dass @116316 in mein Provinzkaff eine Same-Day-Lieferung fertig bringt. Der #DHL-Fahrer ist jedenfalls schon durch. https://t.co/YMQfmtLXOw

AMAZON: @689657 Same-Day Lieferungen kommen zwischen 18:00 - 21:00 Uhr, siehe dazu auch folgende Hilfeseite: https://t.co/GwljoxxNpe Liebe Grüße ^MF",Other / Unclear
382614,"CUSTOMER: @120533 vous pouvez venir en dm svp , j'ai à vous parler d'un truc important

AMAZON: @206703 Bonjour, oui bien sûr. Vous pouvez initier la conversation en DM 
^ARC",Other / Unclear
1447205,"CUSTOMER: @AmazonHelp my parcel has been signed for by somebody else and I have no idea who it is. My order number is 1989620488 please help me 🤞🏻🤞🏻🤞🏻

AMAZON: @455813 We'd be happy to help. Please contact us here: https://t.co/qy3J24VGxb ^AF",Order Management
2687656,"CUSTOMER: An order which is placed on 7/10/17 and is promised to be delivered by 30th still doesn’t get delivered I have only @115850  to thank! https://t.co/IxVXpE2J4f

AMAZON: @755713 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN

CUSTOMER: @AmazonHelp Have complained and reported numerous times! Was promised to be delivered today, even that didn’t happen! Extremely sad with the service!

AMAZON: @755713 Apologies for the experience, Souravi. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. ^SV",Delivery Issue
269792,"CUSTOMER: @AmazonHelp I raised a concern about refusal of delivery by Aramex courier at door steps your executives kept on dilling dolling for finding no solution

AMAZON: @180350 Sorry for the hassle. May I know if you've reported this to our support team here: https://t.co/vlvfJr4nN9? ^SQ

CUSTOMER: @AmazonHelp yes very much

AMAZON: @180350 I'd like to personally help you. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR

CUSTOMER: @115850 There cannot be anything bad than your irresponsiveness to customers concerns in India

AMAZON: @180350 That's quite a remark. I would like to help! May I know what went wrong? ^HR",Damaged / Wrong / Missing Item
2985529,"CUSTOMER: Messrs @115821 @115850 Please correct the spelling error in your newly launched ""load cash at doorstep"" feature @115851 Image taken at 11:33 am IST hours https://t.co/BZ0ZlcKj5o

AMAZON: @823228 Thanks for letting us know about this. I've forwarded your details to our catalogue teams who have a review on this and update at the earliest. ^VM",Other / Unclear
1608079,"CUSTOMER: where the hell is package 2day 5Nov? @AmazonHelp @12295 @115850 alrdy tweeted bfore no action taken I want refund so bad experience https://t.co/1hg9FoUxd6

AMAZON: @493845 Sorry for the inconvenience caused. May I know if you've dropped in your details through the link provided earlier? ^EM

CUSTOMER: @AmazonHelp yeah I already dropped the link. If the product won't delivered within 2 days I want my refund otherwise I need to go to #consumercourt

AMAZON: @493845 In that case, our team will get back to you with an update at the earliest. Kindly wait. ^HR",Delivery Issue
1238940,"CUSTOMER: @115821 .3 of my last 6 Amazon orders have arrived a day later than promised or been lost... your Amazon not Walmart this is not acceptable

AMAZON: @410611 I'm sorry to hear about this experience. Do you see these late orders occurring with a specific carrier? ^EB

CUSTOMER: @AmazonHelp  yes it's always when it's Amazon. I believe your own logistics company

AMAZON: @410611 I'm terribly sorry for the poor delivery service, Melissa, this is never our intent. Please fill out our secure form... 1/2

AMAZON: @410611 ...here:https://t.co/us2Ri4r30a, and my team will investigate this issue further for you. 2/2 ^SA

CUSTOMER: @AmazonHelp I don't know what secure form you're speaking of. I just want Amazon to be the company that used to be

AMAZON: @410611 I'm so sorry about that! You can find the form here: https://t.co/XTAAgvXd9z -BE",Delivery Issue
2374560,"CUSTOMER: Been told twice that my order was out for delivery by @115821 and I have yet two receive my package.

AMAZON: @684982 I'm so sorry to hear you haven't received your order yet! Can you let us know who the carrier is for your order found here: https://t.co/Y5jpI9ys9c? And if you reached out to us can you also let us know what was discussed? ^EB

CUSTOMER: @AmazonHelp AMZL US is the carrier

AMAZON: @684982 I'd like a member of our Amazon Logistics team to look into this with you further. When you have a moment, please add additional information here: https://t.co/GgyXXliYeH ^ML",Delivery Issue
1114922,"CUSTOMER: @120533 commande toujours pas expédiée 😡😡😡

AMAZON: @383103 Bonjour, je suis sincèrement navrée d'apprendre cela. Quelle date vous a été confirmée pour l'expédition s'il vous plaît? ^SA

CUSTOMER: @AmazonHelp Mais comme il n’en reste qu’un sur le site j’espère que je l’aurais cette semaine sinon franchement ça sert à rien de précommander 😡

AMAZON: @383103 Avez-vous contacté notre SAV dans ce sens ?^AR

CUSTOMER: @AmazonHelp Ou faut contacter ?

CUSTOMER: @AmazonHelp Je vous ai envoyé un dm

AMAZON: @383103 Je vous invite à cliquer sur le lien suivant afin de joindre notre SAV: https://t.co/hgIrz98cdI ^FT

AMAZON: @383103 Reçu, nous allons répondre dans quelques minutes. ^BR",Product / Device Support
973132,"CUSTOMER: @115850 aft committment u r takin  7days more. Total 20days to deliver #AmazonGreatIndianFestival

AMAZON: @350794 I'm sorry about the delay in delivery. Please reach out to support team here: https://t.co/vlvfJr4nN9. We'll look into it. ^SB",Delivery Issue
2205631,"CUSTOMER: #phishing @AmazonHelp h[tt]p://aggiornamento-amazon-informa.dynamic-dns.net/amz/ @179197 https://t.co/hJZ05J5OSZ

AMAZON: @644889 Potresti fornirci maggiori informazioni? ^VE

CUSTOMER: @AmazonHelp Tentativo di phishing via email ai danni di alcuni vostri clienti, link porta alla pagina in screenshot precedente https://t.co/9sKENz9hSs

AMAZON: @644889 Grazie Dave, per segnalare ogni tentativo di phishing segui pure le indicazioni che trovi qui: https://t.co/QZPEzCXzxc. ^LF",Account / Access / Security
283946,"CUSTOMER: @AmazonHelp Remember this? The product got damaged in transit &amp; was sent back. Jency, chat exec, offered a replacement only after an hour long spat. 1/3

AMAZON: @183632 Apologies for the ordeal. This wasn't intended. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you.^VN

CUSTOMER: Festive surprise! @115850 . Don't drink and deliver! Sent my package to Mumbai instead of Kolkata 😂 @AmazonHelp https://t.co/ooSshoUax8

AMAZON: @183632 Sorry to hear that. Kindly get in touch with us here: https://t.co/anRYosHW6y and we’ll be glad to help you. ^NS",Product / Device Support
283941,"CUSTOMER: @AmazonHelp Seriously? I post I can't find a email to address issue and you send me a link to the email, but THERE IS NO EMAIL?

AMAZON: @183631 I'm sorry about that. You can go here: https://t.co/hApLpMlfHN
It will ask you about the issue then give options to contact us. ^TR",Account / Access / Security
281619,"CUSTOMER: Had a question about a charge from @115821 last night. Have to say Shoniesa was absolutely wonderful &amp; helpful. #Thankyou #customerservice

AMAZON: @183100 Delighted to hear it Elizabeth- Thanks for the shoutout! 👍:) ^NV

CUSTOMER: @AmazonHelp Any time! Customer service doesn't always get to hear the good stuff, so I spread it around when it happens :) #Thankyou #Customerservice

AMAZON: @183100 :) Enjoy your weekend. ^BM",Payment / Billing
2577033,"CUSTOMER: @AmazonHelp I cannot believe Amazon delivery guy lied about handing the package directly to me. The package was left at a drive away next to my apartment complex.

AMAZON: @222091 Hello Andrew, I'm so sorry for the poor experience you had with us today! We would like to look into this for you! Please provide your order details here: https://t.co/kOs5iCaUBu ^AR",Delivery Issue
1247285,"CUSTOMER: @116935 what the fuck Yo, tryin get into my account. 
__email__

AMAZON: @412640 I understand your frustration! Without providing personal account information can you explain a bit further? ^LS

CUSTOMER: @AmazonHelp its not letting me sign in, ask for character type in but keeps refresing over n over...

AMAZON: @412640 I'm sorry that you're unable to access your account, Frank! Please reach out to us here: https://t.co/jzvkhdlrK5 ^TN",Account / Access / Security
1070087,"CUSTOMER: @115850 @AmazonHelp I paid more than INR 499 and was promised a cashback of 100 on this Amazon Now offer. No cashback received yet. #India https://t.co/ODQbtLySDn

AMAZON: @120170 I understand your concern, Have you reached out to our support team here:https://t.co/beaaDm0muc for assistance? ^VR",Promotion / Gift Card / Credit
757162,"CUSTOMER: @115821 u shipd me a book w/torn cover. It was a mess inside that box! Ripd cover, bent pages. Next time, add additional packN material pls. https://t.co/8c5bn1jw1N

AMAZON: @300944 Oh no! Sorry about that, Jewels! Please contact us here: https://t.co/hApLpMlfHN about the poor delivery experience. ^AD",Delivery Issue
1670667,"CUSTOMER: @AmazonHelp my kindle app will no longer allow me to recommend the books I read. Is there a fix?

AMAZON: @508570 Sorry to hear Ronnie. Please get in touch - https://t.co/hApLpMlfHN a member of our digital team will be happy to help. ^TP",Digital Content
2508832,"CUSTOMER: @3375 has made me truly reconsider buying things from @115821 

Horrible company and they lie

AMAZON: @715243 We'd like to help in any way we can! Are you waiting for a package to arrive? Has the delivery passed?  ^LH",Delivery Issue
987453,"CUSTOMER: @AmazonHelp @353981 MRP of 3711 can be seen from Amazon site.what i got has MRP of 1799 .Same product of Bombay Dyeing https://t.co/FRjjfUIlK3

AMAZON: @353505 As mentioned earlier, pricing depends on the stock different sellers are holding which is constantly subjected to price 1/2 ^MJ

AMAZON: @353505 fluctuations in our competitive market place, call us here: https://t.co/vlvfJr4nN9 for further assistance. 2/2 ^MJ",Payment / Billing
686771,"CUSTOMER: Appalled at @115830 for delivering an XBox console (which was intended as an Xmas present) with no discretion or protection to the packaging (it's now damaged &amp; marked so thanks for that) And how did u expect me to get the delivery sicker off without leaving a mark? #fuming

AMAZON: @283977 Hi! I know this is frustrating, but we have options to avoid this situation. Often, items will arrive in their original packaging. It'll be noted during the checkout process. If available, you may mark ""Ship in Amazon box"" on the checkout page. Take care! ^DA

CUSTOMER: @115830 There was no option for this at the checkout - it should come as standard, especially when paying that much for an item. Just glad I opted for delivery at work, if I'd had it sent to my home address the surprise would have been ruined!

AMAZON: @283977 I am sorry you are frustrated! Here is some information to prevent this in the future. Hope it helps! https://t.co/6WMg9f5NKn ^DJ

CUSTOMER: @AmazonHelp Thanks for the info but this is only helpful if the listing actually states that it will come in it own box ... I can't see that anywhere on mine!

AMAZON: @283977 To clarify, could you provide the specific Xbox purchased? We can look into it. ^SJ",Damaged / Wrong / Missing Item
1232888,"CUSTOMER: @115821 Audiobook for Cibola Burn was reissued. Kindle Fire can't Whispersync it b/c it looks for the wrong version. Alexa's confused too.

AMAZON: @409158 Give us a call and we'll get a tech involved to help figure this out.  https://t.co/hApLpMlfHN ^EM",Digital Content
1123332,"CUSTOMER: @115850 I'm not received my order but it's show on your website that it deliver Order# 405-7714668-3126740. Orient Fan refund not came

AMAZON: @384921 Sorry about that. Kindly get in touch with us here: https://t.co/BgCy0QiUuj and we’ll be glad to help you. ^AG

AMAZON: @384921 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^AG",Return / Refund
2470210,"CUSTOMER: Amazonから猫が届いた！ https://t.co/nQQw1GEslt

AMAZON: @706577 Amazonをご利用いただきありｇ・・・ねこちゃん!?　かわいいですね～ฅ(●´ω｀●)ฅ 　SM",Other / Unclear
2808957,"CUSTOMER: This @117634 10th anniversary sale is awesome. How long is this gonna last @137341? On a ebook buying spree 😀

AMAZON: @783395 We don't have an update about that as of now. ^GK",Order Management
1222596,"CUSTOMER: stop attempting to deliver my package in Worcester, @115830. I don’t live in Worcester and you know that. https://t.co/6JdJA9NUxc

AMAZON: @406883 Sorry for the inconvenience! Please, reach us via phone/chat so that we may address this: https://t.co/JzP7hlA23B ^JE",Other / Unclear
2880452,"CUSTOMER: Such a tricky T&amp;C @115850 . I missed 1500 discount because I added the suggested mobile case in the same cart. Disappointed! @132994 https://t.co/3m74IEKF5y

AMAZON: @799335 I understand your disappointment with the miss on cashback. However, as per the terms and conditions, if the order has been placed, the discount will not be eligible. ^AP

CUSTOMER: @AmazonHelp Have already placed the order. Hope I will get cash back as mentioned in the same T&amp;C https://t.co/G2xRE7Tstr

AMAZON: @799335 I get your concern regarding the cashback. I'd like to inform you that if you've met the eligibility criteria as mentioned in the terms and conditions, you'd certainly receive the amount on time as per the date provided. ^EM",Order Management
560621,"CUSTOMER: it’s been a week since i ordered something on @115821 and chose two day shipping 😡 i need to make christmas presents 😡

AMAZON: @251155 I'm so sorry for the delay! We'd love to help. What's the latest tracking update for the order: https://t.co/Y5jpI9gRhE ^LR",Delivery Issue
498453,"CUSTOMER: Vi è mai successa una cosa del genere con @120540 ? I soldi mi sono stati presi ma continua a dirmi che il pagamento non è valido https://t.co/d1SE7uN2N9

AMAZON: @233985 Ciao, da Twitter non ho la possibilità di verificare il tuo ordine. Hai verificato, nel tuo account, che per errore, non sia stato creato un secondo ordine uguale? Puoi controllare qui: https://t.co/usKzrumQkY. ^ZC",Account / Access / Security
2948104,"CUSTOMER: Hi I´m very satisfied with @115821. The monday I did need to buy many clothes for my son in the other store, but in the other store my Credit card was declined because I not live in USA and the store not accepted credit cards of the other countries. @115821 resolve my issue

AMAZON: @814215 We'd like to help in any way we can, Marcos! What country was your credit card issued in? Please let us know, as we'd like to research as thoroughly as possible for the best resolution. ^FD",Payment / Billing
2342041,"CUSTOMER: @115830 I am having some trouble with a product! Can you help please?

AMAZON: @677432 We're always here to help, Callum! Without providing account details, will you tell us what's going on? ^AB

CUSTOMER: @AmazonHelp I am trying to order a car powerpack but it wont deliver to my address.

AMAZON: @677432 So sorry! There may be some shipping restrictions in place for your location. More on that here: https://t.co/Ye9nTIU3EU ^MH",Account / Access / Security
1578410,"CUSTOMER: @115850 Your customer service is a logistical nightmare.

AMAZON: @486106 We ship &amp; deliver orders as per the estimates shared. Could you let us know if we've missed the date mentioned. ^GS",Order Management
1556302,"CUSTOMER: @AmazonHelp hi someone has activated the Amazon Prime trial on my account how can I get this reversed

AMAZON: @391121 I'm sorry for the concern, Stephen! You can find more info on how to cancel your Prime trial here: https://t.co/tIRuWgz3gZ ^SD

CUSTOMER: @AmazonHelp Is there a way to cancel it so that I still have the opportunity to access the trial in the future?

AMAZON: @391121 Hi, once the trial has been activated a new one will not be possible at a later stage. ^CR",Delivery Issue
2260706,"CUSTOMER: @AmazonHelp ¿Entregáis paquetes en domingo? Es que he recibido un email diciendo que mi pedido llegaría hoy, pero sigo esperando 😅

AMAZON: @658256 Hola Lady, en este caso te recomiendo contactar con la empresa transportista encargada de realizar la entrega para verificar esta información. ^VL

CUSTOMER: @AmazonHelp Es que la compañía transportista es Amazon Logistics. Supongo que es vuestra propia transportista, ¿no? 🤔😂😂😂

AMAZON: @658256 Correcto. Puedes contactar mediante nuestro departamento de Soporte al Cliente para verificar el estado de seguimiento. https://t.co/OjvUxwnzPe
^DB

CUSTOMER: @AmazonHelp Muchas gracias por la atención y las respuestas tan rápidas 😊😊😊😊

AMAZON: @658256 De nada, cualquier duda adicional o inconveniente, estamos aquí para ayudarte. 😊 ^DA",Account / Access / Security
384120,"CUSTOMER: @115850 pathetic service provider.

AMAZON: @206986 Looks like you had an unpleasant experience with us. Could you please elaborate the query? We'd like to help. ^VM

CUSTOMER: @AmazonHelp My order is in courier service since yesterday.ur executive laughs when speaking to her. #uninstallamazon

AMAZON: @206986 Sorry to learn about your experience with our Support team Executive. I'll be sure to forward your comments to the ^SA 1/3

AMAZON: @206986 relevant team and have this reviewed. Regarding your order, we dispatch to meet the estimated delivery date. Did we ^SA 2/3

AMAZON: @206986 we happen to miss it?  ^SA 3/3",Delivery Issue
883536,"CUSTOMER: I like my @116439 and Stick, but I want @115828 section improved. Game descriptions seem copied &amp; pasted from Fire tablets. /1

AMAZON: @329809 We would love to hear your suggestions! Please contact us here: https://t.co/hApLpMlfHN Have fun gaming! ^DA",Other / Unclear
1773850,"CUSTOMER: @AmazonHelp Not true. No email from support since 10/18 saying ""we have escalated the issue."" Nothing from __email__ since then.

AMAZON: @533108 Can you contact us here: https://t.co/hApLpMlfHN? ^MC

CUSTOMER: @AmazonHelp I could, but that's not your newsstand people, that's just regular customer support. I need help with your Newsstand product as a Publisher.

AMAZON: @533108 We can escalate internally for you once you get in touch. Thank you. ^NV

CUSTOMER: @AmazonHelp Constant promises of we r looking into the matter. But no follow up, no resolution. Frustrating! You should shut service down if no support

AMAZON: @533108 We looked into this matter for you. It appears that a solution has been presented. Please check your e-mail. All the best! ^SH

CUSTOMER: @AmazonHelp Is anyone awake/alive over at Kindle Publishing for Blogs? Emails never answered, questions never answered. Zero support.

AMAZON: @533108 I'm sorry for the poor experience. What was the last information were we able to provide when you last spoke to us? ^JE",Delivery Issue
600346,"CUSTOMER: Hey @AmazonHelp, je n'ai toujours pas reçu un colis qui est partout écrit comme livré vendredi sur votre site, je fais quoi ?

AMAZON: @228715 Bonsoir, si les recherches dans votre entourage ne donnent rien. Merci de nous joindre via https://t.co/hgIrz98cdI Notre service client vous assistera à cet effet. ^KD",Other / Unclear
2544957,"CUSTOMER: @115830 why when looking for anything today is earliest eta Wednesday and can't find next day. I have been a prime customer for over a year and can't understand where my 1 day deliveries have gone

AMAZON: @209759 Thanks for reaching out to us! Information about One-Day Delivery can be found here: https://t.co/wcJ21TpSiR Let us know if you have any further questions! ^SW

CUSTOMER: @AmazonHelp I can't believe I'm the only person where everything I want is not in stock till Tuesday. Is your warehouse empty? I have searched for a few things today and all saying earliest is Wednesday

AMAZON: @209759 Black Friday and Cyber Monday weeks are very busy and we are seeing a little later delivery dates than normal. The most up-to-date delivery date will be seen at check out. Learn more here: https://t.co/6wloZ8pDrX ^JF",Delivery Issue
80742,"CUSTOMER: @AmazonHelp When will the winner name will be announced of oneplus5T app quiz

AMAZON: @133570 We haven't made any announcement yet. Stay tuned to our website for an update. ^MN",Product / Device Support
453396,"CUSTOMER: @AmazonHelp have an order that is 5 days late from the promised delivery date wtf am i ever gonna get this package

AMAZON: @222571 Oh dear, I'm sorry that your item has been delayed! What is the last update on your tracking information?  ^LL

CUSTOMER: @AmazonHelp Its been over 24 hours since it was ""out for delivery""

AMAZON: @222571 I understand the frustration. Please reach out to us using the link provided and we'll be glad to further investigate: https://t.co/Q7Ftz6nj80   ^FJ",Delivery Issue
2132904,"CUSTOMER: @115821 @60177 Network up, unable to connect to servers. #WOW https://t.co/mFxdtpR5Vf

AMAZON: @211699 I'm sorry for the frustration! Let's try some troubleshooting steps, found here: https://t.co/iXsSwnD4ES ^AC",Other / Unclear
48914,"CUSTOMER: Amazon Prime: Free next day delivery - or maybe they'll tell you to wait for a 20:30 delivery at your work address 2 consecutive days and then when that fails maybe deliver on the 3rd day. Really annoying! @AmazonHelp @1713

AMAZON: @126911 I'm sorry for the trouble with your delivery. What's the latest tracking update here: https://t.co/aaDyEz1VgE? Have we arranged another delivery attempt for tomorrow, or contacted the courier on your behalf? ^RA

CUSTOMER: @AmazonHelp @1713 It says expected 21 Nov, contact courier for more info. DHL tracking says 2nd delivery attempt will be made (it'll be 3rd), that the driver usually leaves note but sometimes just sets the status but no driver came, i saw no1 out window :(

AMAZON: @126911 That sounds like a troubling experience, Ben. I apologize for any hassle. Delivery attempts will typically take place the following business day. Have you received any further insight from DHL? ^FD

CUSTOMER: @AmazonHelp Today was the following business day! And I set my work address as delivery - normal i think for signed delivery, and 20:00 eta 2 days in a row, hours of my time lost waiting in office for nothing :( DHL on site says '2nd delivery will be attempted' despite it now being 3rd!

AMAZON: @126911 I'm sorry for the wait! We'd like to look at available options with you. Please reach us by phone here: https://t.co/JzP7hlA23B ^JM

CUSTOMER: @AmazonHelp I'd at least like the option to pick it up. I don't mind the delay in delivery, these things happen. I do mind being told it's coming late in the evening, waiting around for 2 days in a row, all for nothing! @124285 contact number redirects to Deutschpost who can't help me! 😕

AMAZON: @126911 Please contact us by phone using the link ^JM provided so we can look into options. ^JF",Delivery Issue
2205147,"CUSTOMER: @AmazonHelp I signed up for Amazon Household but I am unable to access Prime, why is this?

AMAZON: @469525 Thank you for reaching out today! Did both account holders agree to share their payment methods? You can learn more about sharing Prime through Households here: https://t.co/bp9GCG7gQH ^KB

CUSTOMER: @AmazonHelp Yes

AMAZON: @469525 Hm, that's strange. If the primary Prime provider has a regular Prime membership and you're still not able to access the benefits please reach us so we can look into this matter further: https://t.co/JzP7hlA23B ^EB",Delivery Issue
2617281,"CUSTOMER: ‘Your parcel was left in a secure location’. It’s been raining like fuck for 3 days now! @115830 @AmazonHelp https://t.co/098dzQsRfu

AMAZON: @739720 Oh no! I'm sorry about that, Tylor. Are the contents of the parcel damaged? ^SW

CUSTOMER: @AmazonHelp The contents are fine, but that doesn’t rectify the situation.

AMAZON: @739720 I understand your concern. We're glad to learn the contents are safe. You can give any courier feedback you'd like to offer directly to us here: https://t.co/JzP7hlA23B ^SK",Other / Unclear
22557,"CUSTOMER: @115821 I was waiting from morning but shipment not delivered and wrong status updated.

AMAZON: @120928 Apologies for the ordeal. Could you please let us know if we have missed the estimated delivery date? ^SB",Damaged / Wrong / Missing Item
